player_id,game_id,shots,goals
8471215,2019020007,4,1
8471675,2019020007,1,0
8471677,2019020007,1,0
8471724,2019020007,4,0
8471743,2019020007,1,0
8471887,2019020007,2,0
8473449,2019020007,1,0
8474602,2019020007,6,0
8474618,2019020007,2,0
8475208,2019020007,1,0
8475728,2019020007,2,0
8475784,2019020007,5,0
8476525,2019020007,2,0
8476851,2019020007,1,0
8476878,2019020007,3,0
8476918,2019020007,2,0
8476931,2019020007,2,0
8477499,2019020007,5,0
8477839,2019020007,3,2
8477933,2019020007,2,0
8477955,2019020007,2,0
8477969,2019020007,2,0
8478109,2019020007,2,0
8478403,2019020007,4,0
8478866,2019020007,1,0
8479293,2019020007,3,0
8479944,2019020007,1,0
8479999,2019020007,2,0
8480839,2019020007,3,1
8471735,2019020021,1,0
8471873,2019020021,1,0
8474031,2019020021,5,0
8474034,2019020021,4,0
8474098,2019020021,1,0
8474149,2019020021,3,0
8474151,2019020021,1,0
8474564,2019020021,4,1
8474722,2019020021,2,0
8474870,2019020021,1,0
8474884,2019020021,4,3
8476389,2019020021,3,0
8476453,2019020021,3,0
8476456,2019020021,1,0
8476826,2019020021,4,0
8476875,2019020021,1,0
8476966,2019020021,1,1
8477346,2019020021,2,0
8477409,2019020021,3,0
8477493,2019020021,2,0
8477932,2019020021,3,0
8477963,2019020021,1,0
8478211,2019020021,1,0
8478366,2019020021,2,0
8478416,2019020021,1,0
8478472,2019020021,2,1
8478519,2019020021,2,0
8478569,2019020021,2,1
8479410,2019020021,2,0
8471214,2019020023,7,0
8471698,2019020023,3,1
8473533,2019020023,1,0
8473563,2019020023,2,0
8474176,2019020023,1,0
8474581,2019020023,2,1
8474590,2019020023,4,0
8475200,2019020023,1,0
8475209,2019020023,1,0
8475287,2019020023,1,1
8475324,2019020023,2,0
8475462,2019020023,1,0
8475799,2019020023,2,0
8476288,2019020023,1,0
8476441,2019020023,2,0
8476462,2019020023,1,0
8476880,2019020023,3,0
8476894,2019020023,3,0
8476934,2019020023,3,0
8476958,2019020023,2,1
8477488,2019020023,1,0
8477903,2019020023,2,1
8477938,2019020023,1,0
8477944,2019020023,1,0
8477998,2019020023,1,0
8478427,2019020023,5,0
8480039,2019020023,2,0
8480796,2019020023,3,0
8480830,2019020023,3,0
8473533,2019020031,2,0
8473986,2019020031,2,0
8474031,2019020031,1,1
8474151,2019020031,1,0
8474564,2019020031,3,1
8474581,2019020031,2,0
8474870,2019020031,2,1
8475167,2019020031,1,0
8475287,2019020031,3,1
8475799,2019020031,4,0
8476288,2019020031,1,0
8476292,2019020031,1,0
8476441,2019020031,1,0
8476462,2019020031,3,1
8476882,2019020031,3,0
8476934,2019020031,1,0
8476958,2019020031,4,1
8477488,2019020031,3,1
8477938,2019020031,2,0
8477998,2019020031,4,0
8478027,2019020031,2,0
8478427,2019020031,4,0
8478519,2019020031,1,0
8479410,2019020031,1,0
8480039,2019020031,2,0
8480830,2019020031,3,0
8473422,2019020068,1,0
8473533,2019020068,3,0
8474062,2019020068,1,0
8474581,2019020068,3,0
8474679,2019020068,2,0
8474715,2019020068,7,0
8475233,2019020068,1,0
8475287,2019020068,2,1
8475799,2019020068,2,0
8476288,2019020068,1,0
8476441,2019020068,1,0
8476462,2019020068,5,1
8476850,2019020068,2,0
8476934,2019020068,1,0
8476958,2019020068,2,0
8477416,2019020068,2,1
8477488,2019020068,3,0
8477495,2019020068,2,0
8477505,2019020068,2,0
8477938,2019020068,1,0
8477947,2019020068,2,0
8477998,2019020068,2,0
8478027,2019020068,1,0
8478427,2019020068,2,0
8478460,2019020068,3,0
8478882,2019020068,2,0
8478906,2019020068,2,1
8479400,2019020068,3,1
8480039,2019020068,1,0
8480074,2019020068,1,0
8480205,2019020068,1,0
8480830,2019020068,2,0
8481650,2019020068,1,0
8470601,2019020086,1,1
8470642,2019020086,1,0
8470775,2019020086,1,0
8473507,2019020086,6,1
8474031,2019020086,2,0
8474034,2019020086,3,0
8474151,2019020086,1,0
8474564,2019020086,1,1
8474870,2019020086,2,1
8475167,2019020086,1,0
8475193,2019020086,3,0
8475279,2019020086,3,0
8475738,2019020086,3,0
8475848,2019020086,2,0
8476292,2019020086,1,0
8476453,2019020086,1,0
8476469,2019020086,1,0
8476479,2019020086,1,0
8476826,2019020086,2,0
8477409,2019020086,1,0
8477476,2019020086,3,0
8477494,2019020086,3,0
8477503,2019020086,5,0
8478010,2019020086,1,0
8478472,2019020086,1,0
8478519,2019020086,1,0
8479376,2019020086,1,0
8479410,2019020086,3,0
8480829,2019020086,1,0
8470755,2019020087,3,0
8471218,2019020087,5,0
8471274,2019020087,1,0
8473548,2019020087,6,0
8473618,2019020087,1,0
8474218,2019020087,2,0
8475171,2019020087,1,0
8475179,2019020087,2,0
8475268,2019020087,1,0
8475868,2019020087,2,0
8476392,2019020087,3,0
8476460,2019020087,5,1
8476994,2019020087,3,0
8477429,2019020087,1,0
8477472,2019020087,3,0
8477504,2019020087,5,0
8477851,2019020087,2,0
8477940,2019020087,3,0
8477951,2019020087,1,1
8477989,2019020087,2,2
8478398,2019020087,2,1
8478432,2019020087,3,0
8478458,2019020087,3,0
8478476,2019020087,3,0
8478856,2019020087,2,1
8479339,2019020087,2,0
8479343,2019020087,3,0
8479345,2019020087,3,0
8480145,2019020087,2,0
8466138,2019020097,1,0
8466139,2019020097,1,0
8473533,2019020097,2,0
8474581,2019020097,1,0
8475169,2019020097,5,3
8475287,2019020097,5,1
8475455,2019020097,1,0
8475799,2019020097,3,0
8475834,2019020097,1,0
8476288,2019020097,1,0
8476462,2019020097,4,1
8476624,2019020097,4,1
8476881,2019020097,2,1
8476882,2019020097,3,0
8476934,2019020097,2,0
8476958,2019020097,2,0
8477488,2019020097,3,0
8477922,2019020097,1,0
8477938,2019020097,3,0
8477998,2019020097,3,0
8478414,2019020097,4,0
8478427,2019020097,2,0
8479983,2019020097,1,0
8480039,2019020097,1,0
8480780,2019020097,1,0
8480830,2019020097,3,0
8470047,2019020111,1,0
8470110,2019020111,2,0
8470144,2019020111,1,0
8471242,2019020111,3,1
8471707,2019020111,4,1
8471729,2019020111,1,0
8471794,2019020111,2,0
8475163,2019020111,3,0
8475178,2019020111,1,0
8475430,2019020111,1,0
8475747,2019020111,3,0
8475772,2019020111,1,0
8476326,2019020111,1,0
8476430,2019020111,1,0
8476454,2019020111,2,0
8476472,2019020111,3,0
8476960,2019020111,3,0
8476988,2019020111,2,0
8477215,2019020111,2,0
8477498,2019020111,5,0
8477511,2019020111,2,0
8477934,2019020111,2,0
8477946,2019020111,4,0
8478402,2019020111,4,0
8478451,2019020111,4,1
8479425,2019020111,2,0
8479466,2019020111,2,0
8481433,2019020111,1,0
8469459,2019020125,1,0
8470595,2019020125,4,0
8470600,2019020125,1,0
8470610,2019020125,2,1
8470642,2019020125,4,0
8473507,2019020125,5,0
8474716,2019020125,6,0
8475193,2019020125,4,1
8475220,2019020125,2,1
8475254,2019020125,1,0
8475279,2019020125,2,0
8475722,2019020125,2,1
8475738,2019020125,1,0
8475848,2019020125,2,0
8476393,2019020125,2,0
8476479,2019020125,3,2
8476779,2019020125,2,1
8476967,2019020125,2,0
8477369,2019020125,3,0
8477451,2019020125,1,0
8477476,2019020125,1,0
8477503,2019020125,2,0
8477942,2019020125,1,0
8478413,2019020125,2,0
8479316,2019020125,4,0
8479376,2019020125,1,0
8479933,2019020125,1,0
8479985,2019020125,2,0
8480018,2019020125,1,0
8480829,2019020125,1,0
8468674,2019020130,3,0
8471669,2019020130,2,0
8471702,2019020130,5,1
8473512,2019020130,4,0
8474037,2019020130,3,0
8474157,2019020130,3,0
8474161,2019020130,2,0
8475191,2019020130,5,1
8475204,2019020130,1,0
8475763,2019020130,4,1
8476448,2019020130,3,0
8476539,2019020130,7,1
8476906,2019020130,1,0
8476987,2019020130,2,0
8477290,2019020130,2,1
8477447,2019020130,2,0
8477462,2019020130,2,0
8477478,2019020130,3,0
8477931,2019020130,3,0
8477948,2019020130,3,0
8478067,2019020130,4,1
8478439,2019020130,2,1
8478500,2019020130,1,1
8478844,2019020130,1,0
8479996,2019020130,1,0
8480797,2019020130,3,0
8471743,2019020147,4,1
8473449,2019020147,2,0
8474618,2019020147,2,1
8475184,2019020147,2,1
8475735,2019020147,1,0
8475855,2019020147,1,0
8476458,2019020147,2,2
8476459,2019020147,2,0
8476525,2019020147,2,0
8476869,2019020147,3,0
8476878,2019020147,2,0
8476885,2019020147,4,0
8476918,2019020147,1,0
8476931,2019020147,2,0
8477402,2019020147,4,0
8477499,2019020147,1,0
8477839,2019020147,3,0
8477933,2019020147,2,0
8477950,2019020147,1,1
8478109,2019020147,3,0
8478403,2019020147,4,0
8478550,2019020147,2,1
8479353,2019020147,2,1
8479999,2019020147,1,0
8480035,2019020147,1,0
8480839,2019020147,3,0
8469454,2019020149,3,0
8470151,2019020149,2,0
8470257,2019020149,2,0
8470604,2019020149,4,1
8470606,2019020149,2,0
8473453,2019020149,1,0
8474102,2019020149,2,0
8474563,2019020149,3,0
8474565,2019020149,2,1
8475098,2019020149,3,0
8475158,2019020149,1,0
8475160,2019020149,1,0
8475170,2019020149,2,2
8475726,2019020149,1,0
8475753,2019020149,6,0
8475765,2019020149,2,0
8476892,2019020149,2,0
8476907,2019020149,3,0
8477018,2019020149,5,0
8477073,2019020149,1,0
8477482,2019020149,4,0
8477960,2019020149,3,0
8477964,2019020149,1,0
8478020,2019020149,2,0
8478407,2019020149,1,1
8478455,2019020149,4,0
8478911,2019020149,1,0
8480023,2019020149,2,1
8480113,2019020149,3,1
8481481,2019020149,1,0
8471214,2019020154,9,2
8471698,2019020154,1,0
8471707,2019020154,3,0
8471729,2019020154,1,0
8473563,2019020154,1,0
8474040,2019020154,3,0
8474176,2019020154,1,0
8474590,2019020154,3,0
8475163,2019020154,2,0
8475178,2019020154,3,0
8475343,2019020154,1,0
8475430,2019020154,2,0
8475462,2019020154,2,0
8475744,2019020154,1,0
8475772,2019020154,1,0
8476326,2019020154,1,0
8476454,2019020154,3,0
8476472,2019020154,3,0
8476905,2019020154,2,0
8476988,2019020154,1,0
8477498,2019020154,6,1
8477903,2019020154,4,0
8477934,2019020154,5,2
8477944,2019020154,3,1
8478402,2019020154,4,1
8478451,2019020154,2,0
8470281,2019020161,1,0
8470607,2019020161,1,0
8473533,2019020161,3,1
8473604,2019020161,1,0
8474141,2019020161,3,0
8474581,2019020161,2,0
8475177,2019020161,3,0
8475287,2019020161,2,0
8475799,2019020161,3,1
8476288,2019020161,1,0
8476381,2019020161,1,0
8476438,2019020161,1,0
8476441,2019020161,1,0
8476462,2019020161,1,0
8476874,2019020161,2,0
8476882,2019020161,3,0
8476886,2019020161,1,0
8476934,2019020161,2,0
8476958,2019020161,2,0
8476979,2019020161,3,0
8477330,2019020161,1,0
8477998,2019020161,3,0
8478427,2019020161,3,0
8478440,2019020161,2,0
8479337,2019020161,2,0
8479423,2019020161,4,0
8480039,2019020161,1,0
8480144,2019020161,2,0
8480830,2019020161,4,2
8481523,2019020161,4,0
8465009,2019020162,1,0
8470151,2019020162,1,0
8470257,2019020162,2,0
8470638,2019020162,5,0
8473419,2019020162,2,0
8474102,2019020162,2,0
8474565,2019020162,3,0
8475098,2019020162,1,0
8475158,2019020162,3,0
8475753,2019020162,2,0
8475768,2019020162,3,0
8475780,2019020162,2,0
8475807,2019020162,2,0
8476792,2019020162,1,0
8476891,2019020162,1,0
8476892,2019020162,4,0
8476897,2019020162,1,0
8477365,2019020162,1,0
8477956,2019020162,3,1
8478075,2019020162,3,1
8478407,2019020162,3,0
8478443,2019020162,2,1
8479325,2019020162,1,0
8480023,2019020162,1,0
8465009,2019020179,1,0
8470613,2019020179,3,1
8470638,2019020179,2,0
8470655,2019020179,3,0
8471276,2019020179,3,1
8473419,2019020179,5,0
8474053,2019020179,2,0
8474578,2019020179,1,0
8475169,2019020179,2,0
8475455,2019020179,1,0
8475745,2019020179,7,1
8475780,2019020179,3,1
8475834,2019020179,1,0
8476374,2019020179,2,0
8476439,2019020179,1,0
8476792,2019020179,3,0
8476881,2019020179,3,0
8476891,2019020179,1,0
8477365,2019020179,1,0
8477956,2019020179,3,1
8478075,2019020179,1,0
8478414,2019020179,4,0
8478443,2019020179,2,1
8478498,2019020179,3,0
8470047,2019020184,1,0
8470110,2019020184,1,0
8470144,2019020184,1,0
8471242,2019020184,2,0
8471707,2019020184,3,0
8471729,2019020184,1,0
8471794,2019020184,1,0
8474040,2019020184,2,0
8475178,2019020184,2,0
8475747,2019020184,2,1
8476430,2019020184,1,0
8476454,2019020184,6,0
8476472,2019020184,2,0
8476915,2019020184,3,0
8476960,2019020184,2,0
8477455,2019020184,2,0
8477498,2019020184,3,0
8477511,2019020184,2,0
8477934,2019020184,3,1
8477946,2019020184,7,1
8478036,2019020184,1,0
8478176,2019020184,1,0
8478402,2019020184,3,0
8478451,2019020184,1,0
8479425,2019020184,4,1
8479466,2019020184,1,0
8481433,2019020184,1,0
8481813,2019020184,1,0
8469465,2019020185,2,0
8470281,2019020185,3,0
8473604,2019020185,1,0
8474009,2019020185,9,3
8474068,2019020185,1,0
8474141,2019020185,2,0
8474600,2019020185,5,0
8475176,2019020185,1,0
8475218,2019020185,3,0
8475225,2019020185,5,0
8475625,2019020185,1,0
8475714,2019020185,4,0
8475793,2019020185,4,0
8475798,2019020185,7,0
8476428,2019020185,2,0
8476438,2019020185,1,0
8476447,2019020185,1,0
8476874,2019020185,4,0
8476886,2019020185,1,0
8476925,2019020185,2,0
8476979,2019020185,1,0
8478042,2019020185,4,0
8478440,2019020185,1,0
8479337,2019020185,2,0
8480144,2019020185,3,0
8481523,2019020185,1,0
8470642,2019020192,3,1
8470775,2019020192,2,0
8471262,2019020192,2,0
8471274,2019020192,5,0
8473507,2019020192,4,0
8473548,2019020192,2,0
8474038,2019020192,1,0
8474613,2019020192,2,0
8475193,2019020192,1,0
8475279,2019020192,1,0
8475848,2019020192,4,1
8476393,2019020192,2,1
8476422,2019020192,1,0
8476469,2019020192,2,0
8476479,2019020192,1,0
8476994,2019020192,1,0
8477476,2019020192,1,0
8477494,2019020192,3,1
8477503,2019020192,2,0
8477989,2019020192,2,0
8478432,2019020192,2,0
8478474,2019020192,1,0
8478856,2019020192,6,0
8479343,2019020192,1,0
8479345,2019020192,5,1
8479376,2019020192,2,0
8479985,2019020192,1,0
8480018,2019020192,2,0
8480829,2019020192,3,0
8480849,2019020192,1,0
8480950,2019020192,3,0
8470604,2019020193,4,2
8470606,2019020193,1,0
8471303,2019020193,3,0
8471685,2019020193,2,0
8473453,2019020193,3,0
8474091,2019020193,6,0
8474166,2019020193,1,0
8474291,2019020193,1,0
8474563,2019020193,2,0
8474574,2019020193,3,0
8474818,2019020193,3,0
8475160,2019020193,2,0
8475690,2019020193,2,0
8476410,2019020193,2,0
8476468,2019020193,3,0
8476871,2019020193,4,0
8476947,2019020193,1,0
8477073,2019020193,2,0
8477213,2019020193,1,0
8477500,2019020193,6,1
8477937,2019020193,3,0
8477960,2019020193,1,1
8478444,2019020193,7,3
8478455,2019020193,1,0
8478911,2019020193,1,0
8479336,2019020193,1,0
8480012,2019020193,5,1
8480113,2019020193,2,0
8470187,2019020197,3,0
8473504,2019020197,1,0
8473544,2019020197,5,1
8473986,2019020197,2,0
8474031,2019020197,6,0
8474151,2019020197,1,1
8474564,2019020197,2,0
8474568,2019020197,1,0
8474573,2019020197,1,1
8475181,2019020197,1,0
8475231,2019020197,1,0
8475314,2019020197,4,1
8476292,2019020197,3,0
8476429,2019020197,1,0
8476453,2019020197,2,0
8476826,2019020197,2,1
8476975,2019020197,1,0
8477506,2019020197,1,1
8477936,2019020197,1,0
8478010,2019020197,2,0
8478038,2019020197,3,0
8478367,2019020197,2,0
8478416,2019020197,4,0
8478445,2019020197,2,1
8478472,2019020197,2,0
8478519,2019020197,1,0
8479410,2019020197,3,0
8480172,2019020197,2,0
8480186,2019020197,1,0
8470047,2019020222,1,0
8470144,2019020222,2,0
8473415,2019020222,1,0
8474009,2019020222,1,1
8474068,2019020222,2,1
8474134,2019020222,1,0
8474600,2019020222,2,0
8475168,2019020222,6,2
8475714,2019020222,2,0
8475747,2019020222,1,0
8475766,2019020222,1,0
8475793,2019020222,4,0
8475798,2019020222,2,0
8476887,2019020222,2,1
8476925,2019020222,1,1
8476960,2019020222,3,1
8477454,2019020222,1,0
8477455,2019020222,1,0
8477474,2019020222,2,0
8477479,2019020222,2,0
8477511,2019020222,2,0
8477943,2019020222,1,0
8477946,2019020222,2,0
8478042,2019020222,1,0
8479371,2019020222,1,0
8479395,2019020222,3,0
8479425,2019020222,2,0
8469454,2019020228,2,0
8471685,2019020228,2,0
8473453,2019020228,1,0
8474162,2019020228,1,0
8474166,2019020228,2,0
8474563,2019020228,5,0
8475166,2019020228,2,0
8475197,2019020228,1,0
8475718,2019020228,1,0
8475726,2019020228,2,0
8476853,2019020228,3,0
8477018,2019020228,3,0
8477021,2019020228,1,1
8477341,2019020228,2,0
8477464,2019020228,2,0
8477939,2019020228,1,1
8478020,2019020228,1,0
8478408,2019020228,2,0
8478483,2019020228,1,0
8478911,2019020228,1,0
8479318,2019020228,2,1
8479336,2019020228,2,0
8479675,2019020228,2,0
8480113,2019020228,2,1
8480336,2019020228,2,0
8481624,2019020228,2,0
8469454,2019020242,1,0
8470604,2019020242,4,0
8470606,2019020242,4,1
8473453,2019020242,1,0
8473573,2019020242,4,1
8474166,2019020242,1,0
8474563,2019020242,2,0
8474589,2019020242,1,0
8474697,2019020242,1,0
8475160,2019020242,1,0
8475726,2019020242,5,1
8476331,2019020242,2,0
8476419,2019020242,3,1
8476480,2019020242,4,0
8476919,2019020242,3,0
8477015,2019020242,3,0
8477018,2019020242,3,0
8477073,2019020242,1,0
8477407,2019020242,2,1
8477426,2019020242,2,0
8477960,2019020242,1,0
8478455,2019020242,1,0
8478469,2019020242,3,0
8478488,2019020242,1,0
8478911,2019020242,2,0
8479458,2019020242,1,0
8480113,2019020242,1,0
8480247,2019020242,2,0
8480801,2019020242,1,0
8470187,2019020252,2,0
8470619,2019020252,1,0
8471735,2019020252,1,0
8471873,2019020252,1,0
8473504,2019020252,4,0
8473544,2019020252,2,0
8474098,2019020252,1,0
8474149,2019020252,1,0
8474573,2019020252,2,0
8474586,2019020252,4,0
8474884,2019020252,2,0
8475181,2019020252,1,0
8475314,2019020252,3,0
8475754,2019020252,1,0
8475792,2019020252,2,0
8475796,2019020252,1,0
8476429,2019020252,4,1
8476456,2019020252,3,0
8476875,2019020252,4,0
8477346,2019020252,1,0
8477493,2019020252,9,1
8477506,2019020252,3,0
8477932,2019020252,5,0
8477936,2019020252,1,0
8478038,2019020252,1,0
8478211,2019020252,1,0
8478366,2019020252,4,0
8478367,2019020252,1,0
8478445,2019020252,5,1
8478463,2019020252,2,0
8478843,2019020252,1,0
8471233,2019020265,1,0
8471303,2019020265,1,0
8474056,2019020265,1,0
8474091,2019020265,2,0
8474190,2019020265,2,1
8474574,2019020265,1,0
8474818,2019020265,1,0
8475151,2019020265,3,0
8475791,2019020265,8,0
8476410,2019020265,1,0
8476468,2019020265,2,0
8476807,2019020265,1,0
8476871,2019020265,5,0
8477038,2019020265,2,0
8477213,2019020265,3,0
8477355,2019020265,1,0
8477425,2019020265,1,0
8477500,2019020265,3,0
8478401,2019020265,1,0
8478444,2019020265,3,1
8478874,2019020265,3,0
8479291,2019020265,2,0
8479407,2019020265,1,1
8479442,2019020265,1,0
8480012,2019020265,2,0
8480800,2019020265,3,0
8481559,2019020265,3,0
8465009,2019020267,3,0
8470638,2019020267,2,0
8471702,2019020267,3,0
8473419,2019020267,3,1
8473512,2019020267,2,0
8474027,2019020267,2,0
8474037,2019020267,2,0
8475752,2019020267,1,0
8475763,2019020267,2,0
8475780,2019020267,1,0
8476374,2019020267,1,0
8476404,2019020267,2,0
8476461,2019020267,2,0
8476792,2019020267,1,0
8476891,2019020267,1,0
8476906,2019020267,1,0
8477290,2019020267,1,0
8477365,2019020267,2,0
8477948,2019020267,3,0
8477956,2019020267,4,0
8478046,2019020267,1,1
8478067,2019020267,1,0
8478075,2019020267,3,0
8478439,2019020267,1,1
8478443,2019020267,3,0
8478500,2019020267,3,0
8479026,2019020267,2,1
8479325,2019020267,3,0
8479358,2019020267,1,0
8473986,2019020287,4,2
8474031,2019020287,5,1
8474034,2019020287,3,1
8474230,2019020287,1,0
8474564,2019020287,2,1
8474568,2019020287,4,1
8474870,2019020287,2,0
8475167,2019020287,6,0
8475184,2019020287,1,1
8475855,2019020287,1,0
8476292,2019020287,2,1
8476453,2019020287,3,1
8476826,2019020287,2,1
8476869,2019020287,1,0
8476885,2019020287,1,0
8476975,2019020287,2,0
8477402,2019020287,2,0
8477409,2019020287,1,0
8477962,2019020287,2,0
8478416,2019020287,6,0
8478472,2019020287,1,0
8478550,2019020287,6,0
8479323,2019020287,1,0
8479324,2019020287,1,0
8479410,2019020287,2,0
8480072,2019020287,3,0
8480078,2019020287,3,2
8470621,2019020291,3,0
8470794,2019020291,3,0
8471228,2019020291,2,1
8471260,2019020291,1,1
8471303,2019020291,5,0
8473994,2019020291,3,0
8474574,2019020291,1,0
8475413,2019020291,2,1
8475794,2019020291,5,1
8476166,2019020291,1,0
8476344,2019020291,1,0
8476466,2019020291,2,0
8476467,2019020291,2,0
8476871,2019020291,4,0
8476889,2019020291,2,0
8476902,2019020291,1,0
8477213,2019020291,1,0
8477450,2019020291,1,0
8477500,2019020291,2,0
8477937,2019020291,4,1
8478444,2019020291,3,0
8478495,2019020291,1,0
8478874,2019020291,4,0
8479442,2019020291,2,1
8480012,2019020291,3,0
8480036,2019020291,2,0
8480800,2019020291,2,0
8470151,2019020297,3,0
8474062,2019020297,1,0
8474565,2019020297,2,0
8474679,2019020297,1,0
8474715,2019020297,2,0
8475158,2019020297,3,0
8475170,2019020297,3,1
8475233,2019020297,1,0
8475753,2019020297,1,0
8475768,2019020297,2,0
8476432,2019020297,3,0
8476449,2019020297,2,0
8476892,2019020297,1,0
8476907,2019020297,1,1
8476981,2019020297,4,0
8477416,2019020297,1,0
8477482,2019020297,2,0
8477495,2019020297,1,0
8477505,2019020297,5,0
8477947,2019020297,1,0
8477964,2019020297,2,0
8478104,2019020297,1,0
8478407,2019020297,2,0
8478460,2019020297,5,1
8478567,2019020297,5,0
8478882,2019020297,2,1
8479400,2019020297,3,1
8480023,2019020297,4,0
8480205,2019020297,2,0
8466139,2019020313,2,0
8470047,2019020313,1,0
8470318,2019020313,2,0
8471709,2019020313,1,1
8474053,2019020313,3,0
8474578,2019020313,2,1
8475169,2019020313,1,0
8475795,2019020313,2,0
8476624,2019020313,1,0
8476822,2019020313,3,0
8476960,2019020313,4,2
8477454,2019020313,1,0
8477474,2019020313,3,0
8477479,2019020313,1,0
8477511,2019020313,2,0
8477943,2019020313,2,0
8477946,2019020313,1,0
8477952,2019020313,3,0
8478099,2019020313,6,1
8478176,2019020313,2,0
8478414,2019020313,1,0
8479983,2019020313,1,0
8480160,2019020313,1,0
8481433,2019020313,1,1
8470619,2019020319,2,0
8471702,2019020319,2,0
8471873,2019020319,1,0
8473512,2019020319,4,0
8474027,2019020319,1,0
8474037,2019020319,1,0
8474098,2019020319,4,1
8474149,2019020319,7,0
8474161,2019020319,1,0
8474884,2019020319,2,1
8475752,2019020319,1,0
8475763,2019020319,1,0
8475792,2019020319,1,1
8475796,2019020319,1,0
8476389,2019020319,1,0
8476456,2019020319,1,1
8476461,2019020319,7,0
8477290,2019020319,3,0
8477493,2019020319,3,1
8477932,2019020319,2,0
8477948,2019020319,3,1
8478067,2019020319,5,0
8478439,2019020319,2,0
8478500,2019020319,2,0
8478843,2019020319,1,0
8479026,2019020319,1,0
8480028,2019020319,3,1
8470187,2019020321,2,0
8471215,2019020321,2,0
8473504,2019020321,1,0
8473544,2019020321,2,0
8474573,2019020321,2,1
8474586,2019020321,5,0
8474602,2019020321,2,0
8475181,2019020321,2,0
8475208,2019020321,1,0
8475231,2019020321,1,0
8475314,2019020321,5,0
8475754,2019020321,5,2
8475810,2019020321,5,1
8476429,2019020321,2,0
